stop_id,stop_name,stop_lat,stop_lon
39,Ma Na Pa Dengle Pul Nadikhathi,18.523632,73.855293
40,Shivaji Maharaj Putla,18.5264,73.8526
41,Simla Office,18.530262,73.849236
42,Mhasoba Gate,18.532146,73.842667
43,Pumping Station,18.534836,73.838715
44,Mafatlal Bungalow,18.5366,73.836304
45,Rangehills Corner,18.537701,73.8349
46,Pune Vidhyapeeth Gate Aundh Road,18.543671,73.827095
47,Bal Kalyan Sanstha,18.548201,73.8237
48,Gol Market Aundh Road,18.5511,73.821602
6296,Kasturba Gandhi Vasahat,18.555,73.818802
50,Sindh Colony Aundh Road,18.559099,73.815804
24,Bremen Chowk,18.559099,73.815697
51,Bodygate,18.563295,73.813171
52,Aundhgaon,18.565744,73.812149
53,Sangvi Phata Brt,18.5728,73.807098
20,Aundh Hospital,18.5769,73.8032
19,Rakshak Chowk,18.581207,73.798752
1190,Rakshak Society Pimplenilakh,18.579208,73.796005
1188,Ganesh Mandir Pimplenilakh,18.5741,73.795403
68,Hinjawadi Maan Phase 3,18.5765,73.688202
1197,Pimple Nilakh,18.571692,73.794075
69,Tcs Company,18.581007,73.687653
6696,Ingwale Chowk,18.571899,73.790398
70,Tech Mahindra,18.582878,73.690041
6697,Ingwale Chowk Cornar,18.575577,73.789017
71,Gangaramwadi Circul,18.584244,73.693565
6698,Petrol Pump Pimple Nilakh,18.577337,73.787422
72,Dlf Company,18.584713,73.695915
6699,Neeta Park Pimple Nilakh,18.5791,73.785797
73,Tata Motors,18.586851,73.700127
6700,Nandanvan Chowk,18.581499,73.783997
1071,Power House Hinjawadi,18.58894,73.704887
6701,Nandgude Shala,18.582399,73.783401
75,Infosys Phase 2,18.593229,73.707718
6702,Chondhe English Medium School,18.5863,73.780998
76,Emcure Hinjawadi Road,18.595964,73.712845
54,Vishal Nagar,18.5882,73.784203
77,Wipro Company Circle,18.596756,73.717781
55,Apple Hospital Vishal Nagar / Apple Hospital,18.588543,73.780212
78,Tata Johnson,18.594486,73.728027
15,Mankar Chowk,18.589598,73.774231
79,Bank Of Maharashtra Hinjawadi,18.594042,73.731964
7587,Mount Vert Society Wakad,18.58996,73.769485
8,Mezza Nine,18.594,73.734299
57,Wakad,18.592329,73.76162
9,Shivaji Chowk Hinjawadi,18.59127,73.739189
58,Savtamali Mandir,18.591547,73.753845
10,D Mart Hinjawadi,18.591215,73.744438
59,Hinjawadi Jakat Naka,18.590836,73.749748
11,Hinjawadi Jakat Naka,18.590971,73.749603
60,D Mart Hinjawadi,18.591091,73.744301
12,Savtamali Mandir,18.592005,73.754585
61,Shivaji Chowk Hinjawadi,18.591,73.738869
13,Wakad,18.592506,73.761803
62,It Park Road,18.588203,73.737473
14,Mount Vert Society Wakad,18.59017,73.769646
6,Infosys Phase 1,18.586367,73.733459
7,Siemens,18.59034,73.732895
16,Apple Hospital Vishal Nagar / Apple Hospital,18.588699,73.780502
91,Bank Of Maharashtra Hinjawadi,18.593937,73.731842
17,Vishal Nagar,18.588301,73.784203
92,Tata Johnson,18.594463,73.727554
106517,Chondhe English Medium School,18.586546,73.780945
93,Wipro Company Circle,18.596788,73.718658
6689,Nandgude Shala,18.5825,73.783401
94,Emcure Hinjawadi Road,18.595774,73.712578
6690,Nandanvan Chowk,18.581699,73.783997
95,Infosys Phase 2,18.593597,73.708206
6691,Neeta Park Pimple Nilakh,18.579201,73.786003
96,Power House Hinjawadi,18.589001,73.705299
6692,Petrol Pump Pimple Nilakh,18.577293,73.787605
97,Tata Motors,18.5868,73.700302
6693,Ingwale Chowk Cornar,18.575548,73.789146
98,Gangaramwadi Circul,18.583618,73.69429
6694,Ingwale Chowk,18.5718,73.790703
99,Tech Mahindra,18.582787,73.690384
100,Tcs Company,18.581202,73.687782
1150,Ganesh Mandir Pimplenilakh,18.574142,73.795364
101,Hinjawadi Maan Phase 3,18.576899,73.688362
22,Aundhgaon,18.566465,73.811943
23,Bodygate,18.56324,73.813301
25,Sindh Colony Aundh Road,18.556244,73.818176
26,Kasturba Gandhi Vasahat,18.555099,73.819
27,Gol Market Aundh Road,18.551201,73.8218
28,Bal Kalyan Sanstha,18.5483,73.823898
29,Rajbhavan,18.544701,73.8265
31,E Square,18.537701,73.835297
32,Pumping Station,18.534822,73.838943
33,Mhasoba Gate,18.532505,73.842339
34,Simla Office,18.53034,73.849403
35,Coep Hostel Jm Road,18.5263,73.850502
3855,Modern High School,18.5245,73.849403
6467,Sawarkar Bhavan,18.522247,73.850174
108,Ma Na Pa Dengle Pul Nadikathi,18.523623,73.855064
4537,Kothrud Depot,18.507799,73.794701
158,Bharati Nagar,18.507708,73.797081
159,Kachara Depot Kothrud,18.507299,73.799896
160,Vanaj Company,18.507099,73.803902
161,Vanaj Corner,18.507299,73.807297
162,Pratik Nagar,18.508123,73.809402
163,Jai Bhavani Nagar,18.509371,73.812523
164,Anand Nagar Kothrud,18.509554,73.814438
114,Ideal Colony,18.510099,73.817101
115,More Vidyalay,18.510401,73.819603
116,Paud Phata Paud Road,18.507338,73.823349
141,Katraj,18.4475,73.858536
117,Sndt Mahila Vidhyapith,18.507299,73.828903
139,More Bag,18.449398,73.858269
118,Nal Stop,18.508801,73.832001
138,Katraj Sarpodyan,18.453489,73.858437
119,Sonal Hall,18.510479,73.835045
137,Bharati Vidyapeeth Gate,18.456699,73.858498
120,Garware College,18.5124,73.838997
136,Balaji Nagar Corner Satara Road,18.4643,73.858101
121,Deccan Corner,18.513201,73.841103
135,Shankar Maharaj Math,18.468506,73.857658
122,Sahitya Parishad,18.511086,73.84552
134,Padmawati,18.475422,73.856247
123,Maharashtra Mandal,18.509581,73.847496
133,Natubaug,18.4804,73.857201
124,Sp College,18.5075,73.850899
142,Aranyeshwar Corner,18.484486,73.857468
125,Madiwale Colony,18.505899,73.852997
131,Bhapkar Petrol Pump,18.49085,73.857567
126,Hirabaug,18.504181,73.85508
130,St Colony,18.493299,73.857803
127,Swargate Corner,18.500799,73.858398
172,Lakshminarayan,18.497801,73.858002
3315,Swargate,18.499508,73.858459
129,Lakshminarayan,18.496956,73.858116
144,Nehru Stadium,18.500799,73.856499
173,Sarasbaug,18.502892,73.853813
132,Aranyeshwar Corner,18.484589,73.857674
146,Maharashtra Mandal,18.509312,73.847908
147,Sahitya Parishad,18.510983,73.845566
4533,Deccan Corner,18.5131,73.840401
149,Garware College,18.5126,73.838898
150,Sonal Hall,18.5105,73.834831
151,Nal Stop,18.5098,73.833298
152,Sndt Mahila Vidhyapith,18.507299,73.8284
140,Katraj,18.447701,73.858597
153,Paud Phata Paud Road,18.506893,73.823845
4541,More Vidyalay,18.510201,73.8209
155,Ideal Colony,18.510914,73.818718
165,Anand Nagar Kothrud,18.509708,73.814423
166,Jai Bhavani Nagar,18.509525,73.812508
167,Pratik Nagar,18.508284,73.809349
168,Vanaj Corner,18.5075,73.807503
169,Kachara Depot Kothrud,18.507601,73.799698
170,Bharati Nagar,18.50783,73.79702
171,Kothrud Depot,18.507999,73.795197
143,Lakshminarayan,18.5035,73.853699
145,Hirabaag,18.503675,73.853706
213,Shivaji Nagar,18.531721,73.849541
274,Coep Hostel Shivaji Road,18.528299,73.851997
215,Balgandharv,18.521734,73.847244
216,Natraj Talkies,18.518152,73.844315
217,Deccan Gymkhana,18.516678,73.843002
218,Paud Phata Karve Road,18.5056,73.824203
219,Maruti Mandir Karve Road,18.503618,73.820122
220,Karve Putala,18.5023,73.816299
221,Kothrud Stand,18.4998,73.813599
222,Gandhi Bhavan Phata,18.495899,73.813301
223,Vandevi Karve Road,18.493202,73.81488
224,Vadacha Stop,18.4916,73.815102
225,Karve Nagar,18.48884,73.814346
199,Kakade Mangal Karyale,18.490801,73.817703
226,Shipra Society,18.492399,73.817902
227,Shreeman Society,18.4921,73.820396
196,Vitthal Mandir Shreeman Society,18.4909,73.822998
106796,Rajaram Pul Corner,18.489525,73.827011
229,Rajaram Pul,18.487301,73.828903
230,Vitthalwadi Sinhagad Road,18.484879,73.828125
231,Hingne,18.481434,73.826271
232,Anand Nagar Sinhagad Road,18.477699,73.823799
627,Ganesh Park Sinhagad Road,18.475798,73.822914
234,Manikbaug,18.4734,73.8218
235,Indian Hume Pipe,18.470463,73.820618
236,Fun Time,18.468901,73.819901
8062,Vadgaon Budruk Phata,18.467573,73.818764
238,Abhiruchi,18.463913,73.815529
7939,Dhayari Phata,18.461151,73.81324
240,Garmal,18.457399,73.811897
5562,Raykar Vasti Khandoba Mandir / Khondaba Mandir,18.454605,73.811714
5556,Raykar Nagar,18.453953,73.811676
243,Ganesh Nagar Dhayari,18.4506,73.811096
179,Dhayarigaon,18.447599,73.810402
244,Savitri Garden Mangal Karyalay,18.447001,73.807602
245,Chavan Mala,18.447001,73.804001
246,Chavan Nagar Dsk,18.446852,73.801605
247,Ganesh Mandir Dsk,18.447046,73.799889
174,Dsk Vishwa,18.4433,73.799103
175,Ganesh Mandir Dsk,18.447124,73.799942
176,Chavan Nagar Dsk,18.44688,73.801682
177,Chavan Mala,18.447037,73.803841
178,Savitri Garden Mangal Karyalay,18.4471,73.807404
180,Ganesh Nagar Dhayari,18.4505,73.810997
5564,Raykar Nagar,18.453749,73.811531
182,Khondaba Mandir,18.456778,73.811798
183,Garmal,18.457199,73.811798
3295,Dhayari Phata,18.461269,73.813042
186,Vadgaon Budruk Phata,18.467436,73.818382
187,Fun Time,18.46863,73.819466
188,Indian Hume Pipe,18.4704,73.820396
189,Manikbaug,18.473301,73.821602
190,Ganesh Park Sinhagad Road,18.475183,73.822456
191,Anand Nagar Sinhagad Road,18.477886,73.823746
192,Hingne,18.481701,73.826202
3304,Vitthalwadi Sinhagad Road,18.484928,73.827965
194,Rajaram Pul,18.487373,73.828697
197,Shreeman Society,18.491501,73.821999
198,Shipra Society,18.492067,73.820328
200,Karve Nagar,18.489294,73.814461
201,Vadacha Stop,18.4918,73.8153
202,Vandevi Karve Road,18.493336,73.814919
203,Gandhi Bhavan Phata,18.494699,73.8134
204,Kothrud Stand,18.4991,73.813797
205,Karve Putala,18.502199,73.816597
206,Maruti Mandir Karve Road / Maruti Mandir Kothrud,18.503599,73.820297
207,Paud Phata Karve Road,18.5054,73.824203
208,Goodluck Chowk,18.5177,73.84053
290,Fergusson College,18.522739,73.840927
291,Dyneshwar Paduka Chowk,18.526489,73.841965
211,Police Ground,18.530701,73.848
336,Sutardara,18.5154,73.807808
107,Pune Station Moledina Stand,18.527304,73.8731
337,Mhatoba Nagar,18.5154,73.805901
319,Income Tax Office,18.5254,73.876701
338,Kanchanban Society,18.512403,73.806374
320,Gpo,18.523537,73.875557
339,Shivtirth Nagar,18.512081,73.809044
321,Collector Kacheri,18.52408,73.872963
322,Zilla Parishad,18.523401,73.869255
323,15 August Chowk,18.522293,73.866394
324,Apollo Talkies,18.519501,73.864601
325,Phadke Haud,18.518999,73.860298
326,Jijamatabaug,18.518703,73.857086
327,Vasant Talkies,18.518309,73.856216
328,Appa Balwant Chowk,18.516396,73.853104
329,Kesari Wada,18.5163,73.849503
330,Mati Ganpati,18.515863,73.847069
331,Kulkarni Petrol Pump,18.513166,73.844688
340,Sambaji Pul Police Chowky,18.513409,73.844376
341,Mati Ganpati,18.515877,73.846954
5033,Appa Balwant Chowk,18.514919,73.853745
343,Dakshinmukhi Maruti,18.517788,73.853973
344,Shaniwarwada,18.519699,73.8545
345,Jijamatabaug,18.518518,73.856712
346,Phadke Haud,18.5189,73.860298
347,Apollo Talkies,18.51969,73.864891
348,15 August Chowk,18.522373,73.86644
349,Ambedkar Bhavan,18.525101,73.868103
332,Shivtirth Nagar,18.511999,73.808998
106,Sassoon Hospital,18.5249,73.871803
333,Kanchanban Society,18.512348,73.806427
334,Mhatoba Nagar,18.51548,73.80584
335,Sutardara,18.515518,73.807846
248,Pimplegurav,18.593012,73.819099
249,Suvarnpark,18.591129,73.819565
250,Pooja Hospital,18.5888,73.820099
251,Ramkrushna Mangal Karyalay,18.586,73.821503
252,Raviraj Hotel,18.583431,73.824242
253,Shitaladevi Chowk Pimplegurav,18.582199,73.829498
254,Dapodi Mantri Niketan,18.58,73.830299
255,Shivaji Maharaj Putla Dapodi,18.5791,73.829803
256,Buddha Vihar Dapodi,18.576221,73.830658
257,Kinara Hotel Bopodi,18.5751,73.832001
258,Chhajed Petrol Pump,18.573009,73.834808
259,Bhaurao Patil Chowk,18.565218,73.831169
260,Smile Up Dawakhana,18.563143,73.83046
261,Dr Sayyad Dawakhana,18.562599,73.831398
262,40 Aundh Road,18.562489,73.832497
263,Lic Colony,18.562096,73.836479
264,Khadki Station,18.562881,73.841583
265,Balbhavan,18.560785,73.841324
266,Military Hospital Rangehills,18.556499,73.840401
267,Mutton Market Rangehills,18.556177,73.842369
268,Rangehills Post Office,18.5529,73.8433
269,Rangehills H Type,18.545401,73.843399
270,Rangehills Circle 2,18.544901,73.842201
271,Rangehills Circle 1,18.544901,73.839401
272,Ashok Nagar Rangehills,18.544209,73.83876
273,Yashwant Nagar Rangehills,18.5406,73.836098
275,Manapa Mangala Tolkies,18.523584,73.854462
276,Ma Na Pa Congress Bhavan,18.522339,73.852219
277,Galinde Path,18.4846,73.810303
278,Tapodham,18.481899,73.807404
8202,Warje Malwadi / Warjegaon,18.4807,73.806
8605,Warje Malwadi,18.480288,73.80114
281,Dnyanesh Society,18.478001,73.798103
282,Ganpati Matha,18.475756,73.795753
283,Ganpati Matha,18.475773,73.795868
284,Dnyanesh Society,18.4779,73.798203
285,Warje Malwadi,18.480299,73.800964
3179,Warje Gaon,18.4806,73.806099
287,Tapodham,18.481899,73.807701
288,Galinde Path,18.4842,73.810303
289,Goodluck Chowk,18.5175,73.841499
292,Police Line Modern College Road,18.52643,73.844185
293,Sawarkar Bhavan,18.522135,73.850029
294,Ma Na Pa Congress Bhavan,18.5222,73.852303
295,Yashwant Nagar Rangehills,18.545,73.839401
296,Ashok Nagar Rangehills / Rangehills Circle 2,18.545,73.842201
297,Rangehills Circle 1,18.545,73.839401
299,Rangehills H Type,18.545603,73.843346
300,Rangehills Post Office,18.549299,73.8433
301,Mutton Market Rangehills,18.556042,73.842491
302,Military Hospital Rangehills,18.556999,73.8396
303,Balbhavan,18.560869,73.841316
304,Khadki Station,18.563002,73.841431
305,Lic Colony,18.562021,73.836349
306,40 Aundh Road,18.562391,73.832573
307,Dr Sayyad Dawakhana,18.5625,73.830498
308,Smile Up Dawakhana,18.563599,73.830505
309,Bhaurao Patil Chowk,18.565403,73.8311
310,Chhajed Petrol Pump,18.573034,73.834694
311,Buddha Vihar Dapodi,18.576296,73.830559
312,Shivaji Maharaj Putla Dapodi,18.579117,73.829674
313,Dapodi Mantri Niketan,18.58,73.830101
314,Raviraj Hotel,18.5832,73.824303
315,Ramkrushna Mangal Karyalay,18.585522,73.821899
316,Pooja Hospital,18.5889,73.82
317,Suvarnpark,18.59124,73.819542
491,Ganpati Chowk Laxmi Road,18.514931,73.854889
385,Ma Na Pa Nava Pul,18.523611,73.854195
504,Br Gholap Vidyalay,18.575125,73.808296
505,Navi Sangvi,18.576244,73.812233
521,Panyachi Taki Navi Sangvi,18.575346,73.815117
522,Pwd Colony Navi Sangvi,18.575562,73.81723
527,Makan Hospital,18.57605,73.819237
528,Chandramani Nagar,18.574917,73.823616
3850,Sangvi Vasantdada Putala,18.575222,73.825706
525,Chandramani Nagar,18.5748,73.823669
526,Mahadev Mandir Sangvi,18.576054,73.820129
519,Pwd Colony Navi Sangvi,18.5755,73.817299
520,Panyachi Taki Navi Sangvi,18.5753,73.815201
477,Navi Sangvi,18.5762,73.812202
478,Br Gholap Vidyalay,18.575146,73.808395
30,Pune Vidhyapeeth Gate Pashan Road,18.541138,73.830505
387,Kasba Peth Police Chowky,18.5205,73.855904
529,Bajirao Padale Chowk Mhalunge,18.5651,73.735703
530,River Hills Society,18.565701,73.737396
531,Waghjainagar Mhalunge,18.566246,73.739861
532,Green Hill Colony,18.5681,73.744797
533,Hotel Vithai,18.568501,73.747597
534,Sutar Vasti,18.568501,73.750801
535,Kolekar Nagar,18.572701,73.754097
536,Shahid Sopan Padalenagar,18.573555,73.754936
537,Mhalungegaon,18.5746,73.755501
538,Surymukhi Ganesh Mandir,18.57342,73.756874
539,Shitala Devi Nagar,18.572384,73.758614
540,Mhalunge Stadium Gate,18.571253,73.760742
541,Mhalunge Corner,18.569675,73.764687
84,Sadanand Hotel,18.568501,73.767097
542,D Mart Balewadi,18.566881,73.769157
543,Rajyoag Society,18.5653,73.773293
544,Kalamkar Vasti,18.564486,73.775635
545,Prabhavi Tech Park,18.564238,73.778976
546,Balewadi Phata,18.563499,73.783096
547,Banergaon Odha,18.5616,73.785896
548,Banergaon,18.5599,73.7892
549,Kapil Malhar Society,18.558901,73.791603
550,Kundan Garden,18.556601,73.794403
551,Ambedkar Nagar Baner,18.555099,73.796204
552,Mahabaleshwar Hotel,18.554987,73.798698
553,Trimurti Bungalow,18.5546,73.8013
554,Green Park,18.551701,73.804398
555,Someshwarwadi Phata,18.5511,73.805099
484,Baner Phata,18.550699,73.809502
485,National Society Baner Road,18.549601,73.810997
486,Sindh Colony Baner Road,18.548,73.814796
487,Abhiman Shree Baner Road,18.547199,73.816902
488,Sakal Nagar Baner Road,18.546499,73.819397
489,Chavan Nagar Baner Road,18.545,73.823196
492,Pune Vidhyapeeth Gate Baner Road,18.5424,73.826698
8584,Pune Vidhyapeeth Gate,18.54071,73.830353
351,Ma Na Pa Main Gate,18.523001,73.854202
614,Dhayareshwar Mandir,18.4424,73.812599
641,Suncity,18.4748,73.814499
615,Chavan Shala,18.4424,73.8144
642,Krushna Mandir Suncity,18.4751,73.816101
616,Shivshankar Mitra Mandal Chowk,18.443199,73.815804
643,Star Garden,18.476299,73.817802
617,Benkarvasti  Dhayari,18.4457,73.815399
644,Shivpushpak Park,18.4786,73.820999
618,Saipuram Corner Dhayari,18.446722,73.814529
619,Khandoba Mandir Dhayri,18.455725,73.811752
621,Jaidev Nagar,18.489401,73.831001
622,Vitthalwadi Jakat Naka,18.491131,73.83313
623,P.L. Deshpande Udyan,18.493341,73.835281
376,Ganeshmala,18.496099,73.8386
377,Parvati Jalshuddhikaran Kendra,18.498009,73.841202
378,Panmala,18.500559,73.844757
379,Dandekar Pul,18.500959,73.848145
380,Parvati Payatha,18.499344,73.852524
392,Swargate Natraj Stand,18.5005,73.857697
3320,Ganeshmala,18.496025,73.838295
106603,Parvati Jalshuddhikaran Kendra,18.498192,73.84124
3312,Dandekar Pul Sinhagad Road,18.501247,73.846146
4509,Sarasbaug,18.502745,73.853775
8061,Swargate Corner,18.501762,73.857727
557,Ma Na Pa Daphale Garage,18.5233,73.852982
493,Chavan Nagar Baner Road,18.5453,73.822403
494,Sakal Nagar Baner Road,18.5464,73.819099
495,Abhiman Shree Baner Road,18.547199,73.816628
496,Sindh Colony Baner Road,18.548201,73.813904
497,National Society Baner Road,18.5494,73.811096
498,Baner Phata,18.5504,73.8097
558,Someshwarwadi Phata,18.55092,73.805099
559,Green Park,18.552,73.803802
560,Trimurti Bungalow,18.5546,73.800797
561,Mahabaleshwar Hotel,18.554867,73.798729
562,Ambedkar Nagar Baner,18.555099,73.7957
563,Kundan Garden,18.5562,73.794502
564,Kapil Malhar Society,18.559,73.790901
565,Banergaon,18.559799,73.789001
566,Banergaon Odha,18.561501,73.7855
567,Balewadi Phata,18.563601,73.782501
568,Prabhavi Tech Park,18.564133,73.779305
569,Kalamkar Vasti,18.564301,73.7761
570,Rajyoag Society,18.565201,73.7733
571,D Mart Balewadi,18.566099,73.770798
86,Sadanand Hotel,18.568399,73.766998
572,Mhalunge Corner,18.569401,73.7649
573,Mhalunge Stadium Gate,18.571234,73.760643
574,Shitala Devi Nagar,18.5723,73.758598
575,Surymukhi Ganesh Mandir,18.573328,73.756905
576,Mhalungegaon,18.5746,73.755402
577,Shahid Sopan Padalenagar,18.573601,73.755096
578,Sutar Vasti,18.5686,73.750801
579,Hotel Vithai,18.568399,73.747398
580,Green Hill Colony,18.568062,73.744957
581,Waghjainagar Mhalunge,18.566099,73.7397
582,River Hills Society,18.565399,73.737
583,Bajirao Padale Chowk Mhalunge,18.5646,73.735603
393,Parvati Payatha,18.499201,73.852402
394,Dandekar Pul,18.500851,73.848083
395,Panmala,18.5005,73.844902
396,Ganeshmala,18.494854,73.837158
624,P.L. Deshpande Udyan,18.493616,73.835732
625,Vitthalwadi Jakat Naka,18.491001,73.833176
626,Jaidev Nagar,18.489153,73.830902
628,Khandoba Mandir,18.454504,73.811752
629,Saipuram Corner Dhayari,18.446764,73.814583
630,Benkarvasti Dhayari,18.445745,73.815491
631,Shivshankar Mitra Mandal Chowk,18.4431,73.815903
632,Chavan Shala,18.442301,73.8144
106667,Balaji Paradise Society,18.44232,73.813675
633,Dhayareshwar Mandir,18.442301,73.812798
645,Shivpushpak Park,18.4785,73.820999
646,Star Garden,18.4765,73.817902
647,Krushna Mandir Suncity,18.4753,73.8162
648,Suncity,18.474701,73.813499
584,Shivaji Chowk Dange Chowk Road,18.5917,73.738998
585,Hinjawadigaon,18.594587,73.739487
586,Hinjawadi Jakat Naka,18.598112,73.74234
587,Sant Tukaram Mangal Karyalay,18.599199,73.743797
588,Draupada Mangal Karyalay,18.59976,73.744629
5994,Bhumkar Vasti,18.6043,73.750702
590,Bhumkar Chowk,18.6057,73.752701
591,Kala Khadak Vasahat,18.6073,73.756104
592,Pandit Automotive,18.610441,73.75959
593,Ganesh Nagar Dange Chowk,18.612936,73.762932
594,Dange Chowk,18.614599,73.765999
595,Laxman Nagar,18.611401,73.768501
596,16 Number Santosh Nagar,18.6078,73.771896
597,Kalewadi Phata,18.604601,73.7761
598,Shivraj Nagar,18.600084,73.780014
599,Jagtap Dairy,18.593201,73.7845
18,Wakad Phata,18.587799,73.789299
102,Ma Na Pa Shramik Bhavan,18.52467,73.856247
103,Kumbharwada,18.524799,73.8592
1204,Gadital,18.5271,73.864403
105,Ambedkar Bhavan,18.525003,73.868599
461,Gpo,18.5235,73.876503
460,Collector Kacheri,18.524546,73.872978
3857,Kumbharwada,18.5247,73.858658
600,Ganesh Nagar Dange Chowk,18.613106,73.762886
601,Pandit Automotive,18.610468,73.759529
7920,Kala Khadak Vasahat,18.607346,73.755943
603,Bhumkar Chowk,18.606001,73.752701
589,Bhumkar Vasti,18.6029,73.749603
604,Draupada Mangal Karyalay,18.600901,73.7463
605,Sant Tukaram Mangal Karyalay,18.599001,73.744003
606,Hinjawadi Jakat Naka,18.598,73.742401
607,Hinjawadigaon,18.59454,73.739525
608,Shivaji Chowk  Dange Chowk Road,18.591999,73.739098
654,Vadgaon Budruk Stand,18.4674,73.822098
655,Goyal Ganga Society,18.470301,73.822998
656,Vadgaon Budruk Stand,18.467501,73.821899
761,Alandi,18.6747,73.897202
762,St Stand Alandi,18.672499,73.892593
763,Dehu Phata,18.671284,73.891846
764,Kalewadi Pump,18.668066,73.890297
765,Kate Colony Alandi Road,18.666201,73.889198
698,Charholi Phata,18.660801,73.886497
699,Choviswadi Phata,18.658001,73.885902
700,Vadmukhwadi Phata,18.654699,73.884499
701,Sankalp Garden Alandi Road,18.650101,73.881897
702,Balaji Mandir Alandi Road,18.646299,73.8806
703,Thorya Paduka Temple,18.640343,73.877075
704,Mauli Nagar Alandi Road,18.636999,73.874802
705,Magzine,18.632874,73.87487
706,Datta Nagar Alandi Road,18.6224,73.874298
707,Parande Nagar,18.618,73.874199
708,Dighi,18.613161,73.873001
709,Ait College,18.606928,73.873428
710,Wireless Colony,18.599323,73.873154
711,Ganesh Nagar Alandi Road,18.597645,73.873314
712,Parade Ground Alandi Road,18.591,73.874397
713,Mhaske Vasti,18.586409,73.875305
714,Pathan Baba Darga,18.582701,73.875198
715,Kalas,18.579962,73.876358
716,Rd Colony,18.5769,73.876602
717,Vishrantwadi Alandi Road,18.574793,73.877075
718,Sathe Biscuit Brt,18.570406,73.879021
719,Mental Hospital,18.566235,73.878654
720,Phule Nagar,18.5597,73.876442
721,Home Gaurd,18.556002,73.875153
722,Ambedkar Society,18.552799,73.873703
723,Deccan College Corner,18.549999,73.871902
2303,Sapras Post,18.552608,73.865181
725,Holkar Pul Corner,18.5567,73.859703
726,Pachwad,18.554121,73.859192
727,Mula Road,18.5504,73.855537
734,Lokmangal,18.5301,73.8508
728,Poultry Farm Mumbai Road,18.5474,73.851898
735,Patil Estate,18.531401,73.853798
729,Mariaai Gate Navin St Stand,18.543043,73.851662
736,Labour Office,18.53459,73.851509
730,Wakdewadi,18.539492,73.850967
737,Wakdewadi,18.539101,73.850601
731,Labour Office,18.534391,73.851776
738,Mariaai Gate Navin St Stand,18.5434,73.851501
732,Patil Estate,18.531401,73.854301
739,Poultry Farm Mumbai Road,18.547899,73.851501
740,Mula Road,18.550264,73.855423
741,Holkar Pul Corner,18.5569,73.858803
733,Ma Na Pa Daphale Garage,18.523451,73.852867
766,Sapras Post,18.552601,73.8647
767,Deccan College Corner,18.549927,73.871758
768,Ambedkar Society,18.552999,73.873703
744,Home Gaurd,18.556187,73.87513
745,Phule Nagar,18.559818,73.87635
746,Mental Hospital,18.5665,73.878799
747,Sathe Biscuit Brt,18.570553,73.878807
748,Vishrantwadi Alandi Road,18.5742,73.877197
749,Rd Colony,18.577,73.876404
750,Kalas,18.580099,73.876099
751,Pathan Baba Darga,18.582899,73.875
752,Mhaske Vasti,18.586506,73.875175
753,Parade Ground Alandi Road,18.590807,73.874321
754,Ganesh Nagar Alandi Road /  Ganesh Nagar Bopkhel,18.5975,73.873199
755,Wireless Colony,18.599323,73.873055
756,Ait College,18.606655,73.87336
757,Dighi,18.613407,73.872826
758,Parande Nagar,18.617977,73.874054
759,Datta Nagar Alandi Road,18.622034,73.874138
769,Kate Colony Alandi Road,18.666336,73.888985
770,Kalewadi Pump,18.668186,73.890312
771,St Stand Alandi,18.672808,73.892685
772,Kasarwadi Railway Station,18.607687,73.820694
773,Sarita Sargam Society,18.6045,73.821701
774,Smashan Bhumi Kasarwadi,18.6022,73.822304
775,H Kshetriya Karyalay,18.6003,73.821701
776,Datta Mandir Srushti Chowk,18.59882,73.820023
777,Srushti Chowk,18.596701,73.817101
778,Kinara Hotel,18.574589,73.83239
779,Bopodi Khadki Road,18.571327,73.83847
780,Manajibaug,18.569799,73.841698
781,Alegaonkar Shala,18.568001,73.845352
782,Khadki Bazar,18.566303,73.848618
783,Power House Khadki,18.56459,73.85083
784,Ammunition Factory Road,18.5618,73.852798
785,Methodist Church,18.558399,73.854797
786,Surgeon Quarters,18.554979,73.856285
388,Gadikhana Shivaji Road,18.5124,73.857803
788,Shahu Chowk,18.50935,73.857948
789,Shivaji Maratha High School,18.505777,73.858604
391,Gokul Bhavan,18.501801,73.858704
790,Bank Of Baroda Marketyard,18.489401,73.860397
791,Bhaji Market Market Yard,18.489401,73.863899
792,Shivaji Maharaj Putla Marketyard,18.489157,73.86821
793,Godown Gultekdi,18.4877,73.870499
794,Marketyard Depot,18.483664,73.871529
795,Marketyard Depot,18.483585,73.871468
796,Godown Gultekdi,18.48782,73.870537
797,Shivaji Maharaj Putla Marketyard,18.489229,73.867867
798,Bhaji Market Market Yard,18.4895,73.864197
799,Bank Of Baroda Marketyard,18.4895,73.859398
381,Bhikardas Maruti,18.5082,73.853699
382,Shanipar,18.512171,73.853821
800,Surgeon Quarters,18.554876,73.85627
801,Ammunition Factory Road,18.5616,73.852699
802,Power House Khadki,18.564465,73.850883
803,Khadki Bazar,18.5665,73.848198
804,Alegaonkar Shala,18.568199,73.8451
805,Manajibaug,18.569901,73.8414
806,Bopodi Khadki Road,18.571239,73.838516
807,Datta Mandir Srushti Chowk,18.598763,73.819916
808,H Kshetriya Karyalay,18.600288,73.821594
809,Smashan Bhumi Kasarwadi,18.6022,73.822098
810,Sarita Sargam Society,18.604361,73.821663
